,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,director_count,actor_1_count,actor_2_count,actor_3_count,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,genres_count,main_keyword,main_keyword_count
32,Color,608.0,195.0,1000.0,3000.0,21000.0,408992272.0,557489,30426,3.0,1187.0,English,USA,PG-13,200000000.0,2013.0,4000.0,7.2,2.35,95000,2,26,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,armor,2.0
33,Color,451.0,108.0,13000.0,11000.0,40000.0,334185206.0,306320,79957,0.0,736.0,English,USA,PG,200000000.0,2010.0,25000.0,6.5,1.85,24000,16,40,3,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,alice in wonderland,2.0
34,Color,334.0,104.0,420.0,560.0,20000.0,234360014.0,383427,21714,0.0,1912.0,English,Canada,PG-13,210000000.0,2006.0,808.0,6.8,2.35,0,9,20,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,battle,29.0
35,Color,376.0,104.0,37.0,760.0,12000.0,268488329.0,235025,14863,0.0,265.0,English,USA,G,200000000.0,2013.0,779.0,7.3,1.85,44000,1,27,5,3,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,cheating,3.0
36,Color,366.0,150.0,0.0,464.0,894.0,402076689.0,323207,3218,0.0,1439.0,English,USA,PG-13,200000000.0,2009.0,581.0,6.0,2.35,0,13,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,autobot,2.0
37,Color,378.0,165.0,0.0,808.0,974.0,245428137.0,242420,3988,2.0,918.0,English,USA,PG-13,210000000.0,2014.0,956.0,5.7,2.35,56000,13,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,blockbuster,1.0
38,Color,525.0,130.0,0.0,11000.0,44000.0,234903076.0,175409,73441,4.0,511.0,English,USA,PG,215000000.0,2013.0,15000.0,6.4,2.35,60000,13,2,6,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,circus,7.0
39,Color,495.0,142.0,464.0,825.0,15000.0,202853933.0,321227,28631,0.0,1067.0,English,USA,PG-13,200000000.0,2014.0,10000.0,6.7,2.35,41000,3,12,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,costumed hero,1.0
40,Color,469.0,125.0,364.0,1000.0,12000.0,172051787.0,264183,25550,0.0,665.0,English,USA,PG,170000000.0,2010.0,10000.0,6.8,2.35,30000,4,18,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,arcade,3.0
41,Color,304.0,106.0,487.0,776.0,1000.0,191450875.0,101178,4482,0.0,283.0,English,USA,G,200000000.0,2011.0,919.0,6.3,2.35,10000,5,7,9,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,best friend,39.0
42,Color,436.0,123.0,258.0,326.0,16000.0,116593191.0,223393,17657,2.0,550.0,English,USA,PG-13,200000000.0,2011.0,368.0,5.6,2.35,24000,9,16,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,autopsy,1.0
43,Color,453.0,103.0,125.0,721.0,15000.0,414984497.0,544884,19085,3.0,733.0,English,USA,G,200000000.0,2010.0,1000.0,8.3,1.85,30000,1,24,6,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,college,25.0
44,Color,422.0,118.0,368.0,988.0,23000.0,125320003.0,286095,27468,0.0,974.0,English,USA,PG-13,200000000.0,2009.0,3000.0,6.6,2.35,0,6,23,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,death row,1.0
45,Color,424.0,140.0,0.0,14000.0,26000.0,350034110.0,278232,79150,0.0,657.0,English,USA,PG-13,190000000.0,2015.0,23000.0,7.2,2.35,94000,7,25,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,car falling off a cliff,1.0
46,Color,654.0,123.0,395.0,1000.0,17000.0,202351611.0,465019,32392,0.0,995.0,English,USA,PG-13,190000000.0,2013.0,11000.0,7.0,2.35,129000,8,1,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5.0,chaos,3.0
47,Color,539.0,149.0,0.0,20000.0,34000.0,233914986.0,514125,91434,7.0,752.0,English,USA,PG-13,200000000.0,2014.0,22000.0,8.0,2.35,82000,8,15,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,dystopia,2.0
48,Color,590.0,132.0,14000.0,928.0,19000.0,228756232.0,395573,21411,0.0,1171.0,English,USA,PG-13,190000000.0,2013.0,981.0,7.8,2.35,92000,4,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,admiral,1.0
49,Color,338.0,114.0,0.0,140.0,979.0,65171860.0,106416,1766,1.0,205.0,English,USA,PG-13,195000000.0,2013.0,557.0,6.3,2.35,22000,8,2,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,bean,1.0
50,Color,490.0,143.0,1000.0,77.0,29000.0,144812796.0,362912,29770,4.0,753.0,English,Australia,PG-13,105000000.0,2013.0,509.0,7.3,2.35,115000,5,21,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,ingratitude,2.0
51,Color,306.0,116.0,179.0,236.0,15000.0,90755643.0,222403,16149,2.0,453.0,English,USA,PG-13,200000000.0,2010.0,567.0,6.6,2.35,23000,7,15,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,alamut,1.0
52,Color,575.0,131.0,0.0,919.0,16000.0,101785482.0,381148,19166,0.0,1106.0,English,USA,PG-13,190000000.0,2013.0,968.0,7.0,1.85,83000,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,giant monster,1.0
53,Color,428.0,154.0,0.0,581.0,894.0,352358779.0,326180,2593,2.0,899.0,English,USA,PG-13,195000000.0,2011.0,829.0,6.3,2.35,46000,13,3,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,autobot,2.0
54,Color,470.0,122.0,14000.0,1000.0,11000.0,317011114.0,333847,14959,2.0,2054.0,English,USA,PG-13,185000000.0,2008.0,1000.0,6.2,2.35,5000,26,27,6,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,cult figure,1.0
55,Color,298.0,93.0,113.0,113.0,275.0,123070338.0,62836,696,0.0,345.0,English,USA,PG,20000000.0,2015.0,150.0,6.8,2.35,20000,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,apatosaurus,1.0
56,Color,488.0,93.0,56.0,838.0,2000.0,237282182.0,273556,5005,0.0,428.0,English,USA,PG,185000000.0,2012.0,1000.0,7.2,2.35,39000,1,5,6,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,archery,2.0
57,Color,322.0,122.0,681.0,105.0,998.0,130468626.0,53607,1327,4.0,432.0,English,USA,PG-13,185000000.0,2016.0,119.0,7.5,2.35,30000,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,hatred,1.0
58,Color,421.0,98.0,475.0,522.0,1000.0,223806889.0,718837,2975,0.0,1043.0,English,USA,G,180000000.0,2008.0,729.0,8.4,2.35,16000,3,3,7,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,earth,2.0
59,Color,162.0,91.0,420.0,173.0,268.0,140080850.0,121084,1125,2.0,221.0,English,USA,PG-13,140000000.0,2007.0,268.0,6.2,2.35,0,9,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,ambassador,8.0
60,Color,367.0,158.0,776.0,310.0,1000.0,166112167.0,283418,2144,0.0,1055.0,English,USA,PG-13,200000000.0,2009.0,468.0,5.8,2.35,13000,8,10,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,ark,3.0
61,Color,240.0,96.0,0.0,10000.0,18000.0,137850096.0,72809,48878,0.0,249.0,English,USA,PG,200000000.0,2009.0,14000.0,6.8,2.35,0,13,10,4,5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,charles dickens,1.0
62,Color,384.0,127.0,0.0,13000.0,17000.0,47375327.0,139593,47334,1.0,720.0,English,USA,PG-13,176000000.0,2015.0,15000.0,5.4,2.35,44000,6,19,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,box office flop,29.0
63,Color,248.0,110.0,282.0,103.0,11000.0,124051759.0,42372,21175,2.0,239.0,English,USA,PG-13,180000000.0,2016.0,10000.0,6.6,2.35,29000,3,4,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,africa,12.0
64,Color,284.0,150.0,80.0,82.0,1000.0,291709845.0,286506,1317,5.0,1463.0,English,USA,PG,180000000.0,2005.0,190.0,6.9,2.35,0,5,18,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,hide and seek,1.0
65,Color,396.0,144.0,0.0,1000.0,34000.0,154985087.0,148379,49684,6.0,622.0,English,USA,PG-13,178000000.0,2016.0,13000.0,7.3,2.35,54000,8,15,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,mutant,2.0
66,Color,645.0,152.0,22000.0,11000.0,23000.0,533316061.0,1676169,57802,0.0,4667.0,English,USA,PG-13,185000000.0,2008.0,13000.0,9.0,2.35,37000,8,23,5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,based on comic book,8.0
67,Color,408.0,96.0,0.0,262.0,1000.0,292979556.0,665575,2635,1.0,704.0,English,USA,PG,175000000.0,2009.0,848.0,8.3,1.85,27000,3,3,7,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,balloon,2.0
68,Color,219.0,94.0,11.0,459.0,1000.0,198332128.0,114553,2579,2.0,187.0,English,USA,PG,175000000.0,2009.0,973.0,6.5,2.35,0,4,8,4,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,alien,79.0
69,Color,486.0,126.0,4000.0,4000.0,21000.0,318298180.0,696338,39252,3.0,1055.0,English,USA,PG-13,140000000.0,2008.0,12000.0,7.9,2.35,10000,7,26,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,afghanistan,10.0
70,Color,682.0,126.0,17000.0,1000.0,17000.0,73820094.0,245333,36017,0.0,678.0,English,USA,PG,170000000.0,2011.0,16000.0,7.5,1.85,42000,20,12,5,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,automaton,1.0
71,Color,85.0,106.0,188.0,582.0,10000.0,113745408.0,129601,15870,2.0,648.0,English,USA,PG-13,170000000.0,1999.0,4000.0,4.8,1.85,0,7,19,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,buddy movie,1.0
72,Color,264.0,112.0,357.0,595.0,5000.0,102176165.0,117927,9131,2.0,501.0,English,USA,PG-13,145000000.0,2008.0,3000.0,5.2,2.35,0,10,8,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,army,22.0
73,Color,418.0,123.0,452.0,329.0,10000.0,161087183.0,118992,11287,8.0,971.0,English,USA,PG-13,175000000.0,2016.0,336.0,6.9,2.35,80000,7,19,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,based on comic book,8.0
74,Color,186.0,96.0,293.0,7000.0,87000.0,100289690.0,115099,108016,0.0,257.0,English,USA,PG,175000000.0,2007.0,11000.0,5.4,2.35,2000,7,8,20,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,ark,3.0
75,Color,585.0,113.0,218.0,509.0,10000.0,100189501.0,431620,12652,1.0,741.0,English,USA,PG-13,178000000.0,2014.0,854.0,7.9,2.35,77000,7,25,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,alien,79.0
76,Color,91.0,176.0,58.0,60.0,711.0,88246220.0,144337,1004,0.0,309.0,English,USA,PG-13,175000000.0,1995.0,60.0,6.1,1.85,0,5,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,future,7.0
77,Color,250.0,118.0,208.0,570.0,23000.0,150167630.0,174578,26683,4.0,534.0,English,USA,PG-13,175000000.0,2009.0,2000.0,5.8,2.35,0,4,17,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,cobra,1.0
78,Color,536.0,95.0,0.0,384.0,1000.0,356454367.0,345198,2944,1.0,773.0,English,USA,PG,175000000.0,2015.0,767.0,8.3,1.85,118000,3,8,1,2,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,anger,5.0
79,Color,370.0,106.0,4000.0,591.0,19000.0,362645141.0,106072,32921,0.0,398.0,English,UK,PG,175000000.0,2016.0,13000.0,7.8,1.85,65000,7,22,6,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,fire,7.0
80,Color,453.0,124.0,4000.0,4000.0,21000.0,312057433.0,522371,48638,4.0,723.0,English,USA,PG-13,200000000.0,2010.0,19000.0,7.0,2.35,18000,7,26,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,hammer,1.0
81,Color,416.0,132.0,274.0,11000.0,26000.0,155111815.0,228554,72881,0.0,710.0,English,USA,PG-13,170000000.0,2012.0,17000.0,6.1,2.35,53000,1,14,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,evil queen,1.0
82,Color,401.0,97.0,171.0,846.0,11000.0,241407328.0,252257,15516,2.0,634.0,English,USA,PG,180000000.0,2014.0,2000.0,7.0,2.35,89000,1,15,3,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,curse,7.0
83,Color,521.0,130.0,198.0,884.0,10000.0,208543795.0,317542,14363,0.0,620.0,English,USA,PG-13,170000000.0,2014.0,2000.0,7.6,1.85,45000,4,12,9,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,ape,6.0
84,Color,10.0,109.0,596.0,283.0,622.0,25517500.0,2138,1982,3.0,15.0,English,Belgium,R,20000000.0,2015.0,525.0,4.5,2.35,677,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1770s,2.0
85,Color,218.0,128.0,47.0,982.0,18000.0,38297305.0,116994,20965,2.0,324.0,English,USA,PG-13,175000000.0,2013.0,1000.0,6.3,2.35,35000,1,23,6,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,box office flop,29.0
